"rb";"nazivDobavljaca";"nazivPruzatelja";"oib";"adresaPruzatelja";"rbDatumRacuna";"brMedijskihUsluga";"iznosCijeneBezPopusta";"popustPostotak";"placeniIznosPopust";"obveznik_id"
"52";"Agencija za marketing i izdavaštvo Kruna";"Agencija za marketing i izdavaštvo Kruna - tjednik Kronika požeško-slavonska";"21529895762";"Mlinska 21, Požega";"Račun br.321/1/2 / 18.06.2020";"2";1600;0;2000;"580246715"
"53";"Agencija za marketing i izdavaštvo Kruna";"Agencija za marketing i izdavaštvo Kruna - www.pozeska-kronika.hr";"21529895762";"Mlinska 21, Požega";"Račun br.321/1/2 / 18.06.2020";"3";1242;0;1552.5;"580246715"
"54";"Sjeverni pol d.o.o.";"Sjeverni pol d.o.o. - dalmatinskiportal.hr";"47071448004";"Zrinsko-frankopanska 211, Split";"Ponuda br.2020-183 / 18.06.2020";"14";7000;0;8750;"580246715"
"55";"Radio Gorski kotar d.o.o.";"Radio Gorski kotar d.o.o. - Radio Gorski kotar";"73841607414";"Trg 138.brigade HV 4, Delnice";"Ponuda br.211/2020 / 23.06.2020";"1";595.13;10;669.52;"580246715"
"56";"Radio Vallis Aurea d.o.o.";"Radio Vallis Aurea d.o.o.";"32464879184";"Cehovska 8/1, Požega";"Ponuda br.095/20 / 23.06.2020";"2";3300;0;4125;"580246715"
"57";"Televizija Slavonije i Baranje d.o.o.";"Televizija Slavonije i Baranje d.o.o.";"99890141196";"Istarska 2, Osijek";"Račun br.286-STV-360 / 23.06.2020";"1";2500;0;3125;"580246715"
"58";"Dulist d.o.o.";"Dulist d.o.o. - dulist.hr";"51193411049";"Ćira Carića 3, Dubrovnik";"Račun br.289/1/1 / 24.06.2020";"1";4000;0;5000;"580246715"
"59";"Hit Radio d.o.o Sinj";"Hit Radio d.o.o Sinj";"82297906250";"Glavička 29, 21 230 Sinj";"Račun br. 176/M02/2 / 24.06.2020";"1";5000;0;6250;"580246715"
"60";"Tele-5 d.o.o.";"Tele-5 d.o.o. - Libertas televizija";"88361916371";"Masarykov put 3c, Dubrovnik";"Račun br.391-1D26-1 / 24.06.2020";"1";6000;28;5400;"580246715"
"61";"Tele-5 d.o.o.";"Tele-5 d.o.o. - Novine Glas Grada";"88361916371";"Masarykov put 3c, Dubrovnik";"Račun br.391-1D26-1 / 24.06.2020";"1";3000;28;2700;"580246715"
"62";"Tele-5 d.o.o.";"Tele-5 d.o.o. - Novine Glas Grada";"88361916371";"Masarykov put 3c, Dubrovnik";"Račun br.391-1D26-1 / 24.06.2020";"1";4500;28;4050;"580246715"
"63";"Televizija Jadran d.o.o.";"Televizija Jadran d.o.o.";"22720227776";"Ruđera Boškovića 22, Split";"Ponuda br.01780/08 / 24.06.2020";"1";1500;0;1875;"580246715"
"64";"Udruga u ime obitelji";"Udruga u ime obitelji - narod.hr";"27741674988";"Donje Svetice 46 C, Zagreb";"Ponuda br.230620-1 / 24.06.2020";"2";13750;10;12375;"580246715"
"65";"Udruga u ime obitelji";"Udruga u ime obitelji - narod.hr";"27741674988";"Donje Svetice 46 C, Zagreb";"Ponuda br.230620-2 / 24.06.2020";"2";13000;10;11700;"580246715"
"66";"Dalmacija Danas d.o.o.";"Dalmacija danas d.o.o. - dalmacijadanas.hr";"07705972299";"Matoševa 44, Split";"Račun br.209/01/201 / 25.06.2020";"1";2950;0;3687.5;"580246715"
"67";"Dalmacija Danas d.o.o.";"Dalmacija danas d.o.o. - dalmacijadanas.hr";"07705972299";"Matoševa 44, Split";"Račun br.209/01/201 / 25.06.2020";"1";2950;0;3687.5;"580246715"
"68";"Dubrovački vjesnik d.o.o. za izdavanje časopisa i periodičnih publikacija";"Dubrovački vjesnik d.o.o. za izdavanje časopisa i periodičnih publikacija - Dubrovački vjesnik";"71342575080";"Vukovarska 10, 20 000 Dubrovnik";"Ponuda br.20065519 / 25.06.2020";"1";4800;0;6000;"580246715"
"69";"Foton d.o.o.";"Foton d.o.o. - dubrovniknet.hr";"48323836185";"Dobrota 12, Dubrovnik";"Račun br.117/01/1 / 25.06.2020";"1";3200;0;4000;"580246715"
"70";"Mcelit d.o.o.";"24SB j.d.o.o. - beliscanska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"71";"Mcelit d.o.o.";"24SB j.d.o.o. - biogradska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"72";"Mcelit d.o.o.";"24SB j.d.o.o. - bjelovarska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"73";"Mcelit d.o.o.";"24SB j.d.o.o. - brodska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.32;0;510.4;"580246715"
"74";"Mcelit d.o.o.";"24SB j.d.o.o. - cakovecka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"75";"Mcelit d.o.o.";"24SB j.d.o.o. - dakovacka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"76";"Mcelit d.o.o.";"24SB j.d.o.o. - daruvarska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"77";"Mcelit d.o.o.";"24SB j.d.o.o. - drniska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"78";"Mcelit d.o.o.";"24SB j.d.o.o. - đurđevacka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"79";"Mcelit d.o.o.";"24SB j.d.o.o. - garesnicka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"80";"Mcelit d.o.o.";"24SB j.d.o.o. - glinska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"81";"Mcelit d.o.o.";"24SB j.d.o.o. - grubisnopolje.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"82";"Mcelit d.o.o.";"24SB j.d.o.o. - hrvatskakostajnica.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"83";"Mcelit d.o.o.";"24SB j.d.o.o. - imotska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"84";"Mcelit d.o.o.";"24SB j.d.o.o. - ivanecka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"85";"Mcelit d.o.o.";"24SB j.d.o.o. - jastrebarska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"86";"Mcelit d.o.o.";"24SB j.d.o.o. - karlovacka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"87";"Mcelit d.o.o.";"24SB j.d.o.o. - kastelanska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"88";"Mcelit d.o.o.";"24SB j.d.o.o. - kutinska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"89";"Mcelit d.o.o.";"24SB j.d.o.o. - lepoglavska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"90";"Mcelit d.o.o.";"24SB j.d.o.o. - malolosinjska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"91";"Mcelit d.o.o.";"24SB j.d.o.o. - novigradska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"92";"Mcelit d.o.o.";"24SB j.d.o.o. - novmarofska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"93";"Mcelit d.o.o.";"24SB j.d.o.o. - novovinodolska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"94";"Mcelit d.o.o.";"24SB j.d.o.o. - novska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"95";"Mcelit d.o.o.";"24SB j.d.o.o. - opatijska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"96";"Mcelit d.o.o.";"24SB j.d.o.o. - opuzenska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"97";"Mcelit d.o.o.";"24SB j.d.o.o. - orahovacka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"98";"Mcelit d.o.o.";"24SB j.d.o.o. - osječka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"99";"Mcelit d.o.o.";"24SB j.d.o.o. - otocanska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"100";"Mcelit d.o.o.";"24SB j.d.o.o. - paska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"101";"Mcelit d.o.o.";"24SB j.d.o.o. - pozeska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"102";"Mcelit d.o.o.";"24SB j.d.o.o. - pulska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"103";"Mcelit d.o.o.";"24SB j.d.o.o. - rijecka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"104";"Mcelit d.o.o.";"24SB j.d.o.o. - rovinjska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"105";"Mcelit d.o.o.";"24SB j.d.o.o. - senjska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"106";"Mcelit d.o.o.";"24SB j.d.o.o. - sibenska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"107";"Mcelit d.o.o.";"24SB j.d.o.o. - sisačka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"108";"Mcelit d.o.o.";"24SB j.d.o.o. - sisačka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"109";"Mcelit d.o.o.";"24SB j.d.o.o. - sisačka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"110";"Mcelit d.o.o.";"24SB j.d.o.o. - slatinska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"111";"Mcelit d.o.o.";"24SB j.d.o.o. - solinska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"112";"Mcelit d.o.o.";"24SB j.d.o.o. - varazdinska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"113";"Mcelit d.o.o.";"24SB j.d.o.o. - varazdinsketoplice.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"114";"Mcelit d.o.o.";"24SB j.d.o.o. - viroviticka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"115";"Mcelit d.o.o.";"24SB j.d.o.o. - vrgoracka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"116";"Mcelit d.o.o.";"24SB j.d.o.o. - vrlicka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"117";"Mcelit d.o.o.";"24SB j.d.o.o. - vukovarska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"118";"Mcelit d.o.o.";"24SB j.d.o.o. - zadarska.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Ponuda br.0107-2020 / 25.06.2020";"1";408.16;0;510.2;"580246715"
"119";"Udruga Teleskop media";"Udruga Teleskop media - teleskop.hr";"85221036911";"Bijenik 40a, Zagreb";"Ponuda 7 / 25.06.2020";"1";8333.33;40;5000;"580246715"
"120";"Felix team j.d.o.o.";"E radio";"95488388026";"Gajeva 25, Velika Gorica";"28/20 / 26.06.2020";"1";20;0;25;"580246715"
"121";"Radio Delta d.o.o.";"Radio Delta d.o.o.";"48592933113";"Ivana Gundulića 19, 20350 Metković";"Ponuda br.2020-06-261 / 26.06.2020";"60";4200;15;4462.5;"580246715"
"122";"Radio Korzo d.o.o.";"Radio Korzo d.o.o.";"84120276081";"Tratinska 27, Zagreb";"Predraračun br. 40-23-2020 / 26.06.2020";"130";11510;45;7913.13;"580246715"
"123";"Društvo multiple skleroze Brodsko-posavske županije";"Radio 92FM";"11765692926";"Petra Krešimira IV 12, 35000 Slavonski Brod";"Račun br.55-2020 / 27.06.2020";"21";2000;0;2000;"580246715"
"124";"Radio Drava d.o.o.";"Radio Drava d.o.o.";"22549415829";"Domžalska ulica 3, 48 000 Koprivnica";"Ponuda - 2020 / 27.06.2020";"10";600;5;712.5;"580246715"
"125";"Antenna d.o.o.";"Antenna d.o.o.";"92341334151";"Ivana Lucića 18c, Zadar";"Ponuda br.183/2020 / 29.06.2020";"50";4000;0;5000;"580246715"
"126";"Dubrovačka televizija d.o.o.";"Dubrovačka televizija d.o.o.";"47143860599";"Dr.Ante Starčevića 24, Dubrovnik";"Račun br.117-1-1 / 29.06.2020";"1";5940;0;7425;"580246715"
"127";"Hit Radio d.o.o Sinj";"Hit Radio d.o.o Sinj";"82297906250";"Glavička 29, 21 230 Sinj";"Račun br. 183/M02/2 / 29.06.2020";"65";4550;0;5687.5;"580246715"
"128";"Horse, obrt za video djelatnost, informatičke usluge";"Horse, obrt za video djelatnost, informatičke usluge - infovodice.com";"74544876796";"Obala Vladimira Nazora 16, 22 211 Vodice";"Račun br. 120-Vodice-1 / 29.06.2020";"4";1800;0;1800;"580246715"
"129";"Media Fi d.o.o.";"Media Fi d.o.o. - Rovinj.fm";"06285889438";"Zagrebačka 12a, Rovinj";"Ponuda br.P2020-0166 / 29.06.2020";"33";3000;5;3562.5;"580246715"
"130";"Median kreativna rješenja, obrt vl.Zoran Diklić";"Median kreativna rješenja, obrt vl.Zoran Diklić - sibenik.in";"46105682870";"I.Meštrovića 50A, Šibenik";"Račun br.434-01-01-2020 / 29.06.2020";"5";10560;0;13200;"580246715"
"131";"Mozaik-media d.o.o.";"Bjelovarski list d.o.o.";"34843262857";"Vlatka Mačeka 21, Bjelovar";"Račun br.369-01-91 / 29.06.2020";"1";4800;0;6000;"580246715"
"132";"MT ETER d.o.o. , Zabavni Radio";"MT ETER d.o.o. , Zabavni Radio";"90555383444";"Bjelovarska 62b, 10 360 Zagreb";"Ponuda br. 171/2020 / 29.06.2020";"30";3750;10;4218.75;"580246715"
"133";"Radio Drava d.o.o.";"Radio Drava d.o.o.";"22549415829";"Domžalska ulica 3, 48 000 Koprivnica";"Ponuda br. 40-2020 / 29.06.2020";"15";900;5;1068.75;"580246715"
"134";"Radio Istra, CIK ""Dr. Božo Milanović"" d.o.o.";"Radio Istra, CIK ""Dr. Božo Milanović"" d.o.o.";"63397242948";"Jurja Dobrile 6, 52 000 Pazin";"Ponuda br. P2020-0615 / 29.06.2020";"47";5533;10;6224.63;"580246715"
"135";"Radio Križevci d.o.o.";"Radio Križevci d.o.o.";"91853331754";"A.G. Matoša 3, 48 260 Križevci";"Račun br. 228/VP-P01/1 / 29.06.2020";"31";5011.76;15;5325;"580246715"
"136";"Slavonsko-brodska televizija d.o.o.";"Slavonsko-brodska televizija d.o.o.";"19751090713";"Mile Budaka 1/4, 35000 Slavonski Brod";"Račun br.469/1/1 / 29.06.2020";"1";2035;0;2543.75;"580246715"
"137";"Studio Kajba, obrt za web design i usluge, vl. Adam Kajba";"Studio Kajba, obrt za web design i usluge, vl. Adam Kajba - moje-djakovo.com";"85358547965";"Poljska 9, 31 400 Đakovo";"Račun br. 64/1/1 / 29.06.2020";"1";290;0;290;"580246715"
"138";"Ultra FM Split d.o.o. - Ultra Split";"Ultra FM Split d.o.o. - Ultra Split";"64994325694";"Kralj Zvonimira 14/III, 21 000 Split";"Račun br. 000005/002/03 / 29.06.2020";"10";2062.06;15;2190.94;"580246715"
"139";"Županijski radio Šibenik d.o.o";"Županijski radio Šibenik d.o.o";"50868563028";"Velimira Škorpika 23, 22 000 Šibenik";"Ponuda br.039-2020 / 29.06.2020";"28";3360;19;3402;"580246715"
"140";"Alfa d.o.o.";"Alfa d.o.o. - Alfa radio";"88730888278";"Trg Eugena Kvaternika 7A, Bjelovar";"Račun za predujam br.11/1/2960 / 30.06.2020";"1";820.8;0;1026;"580246715"
"141";"Hrvatska radio televizija HRT Radio Knin";"Hrvatska radio televizija HRT Radio Knin";"68419124305";"Krešimirova 30, Knin";"Predračun br.808946-87203-31570 / 30.06.2020";"21";1260;50;787.5;"580246715"
"142";"Kulturno Informativni Centar Gospić, javna ustanova za kulturu";"Kulturno Informativni Centar Gospić, javna ustanova za kulturu - Radio Gospić";"64933307172";"Budačka 12, 53 000 Gospić";"Ponuda br. 20/0000056 / 30.06.2020";"15";900;0;900;"580246715"
"143";"Mediaritam d.o.o.";"Radio Kaj d.o.o.";"95283343666";"Haendelova 4, 10000 Zagreb";"Ponuda br.02-57-04 / 30.06.2020";"24";4800;0;6000;"580246715"
"144";"MV MEDIA CONSULTING,  VL.VEDRAN VIDUČIĆ - mega-media.hr";"MV MEDIA CONSULTING, VL.VEDRAN VIDUČIĆ - mega-media.hr";"00439679439";"ANTUNA BARCA 3G, 23000 ZADAR";"Račun br.59/20 / 30.06.2020";"5";4250;0;4250;"580246715"
"145";"MV MEDIA CONSULTING, vl. Vedran Vidučić";"MV MEDIA CONSULTING, vl. Vedran Vidučić - mega-media.hr";"00439679439";"Antuna Barca 3G, 23000 Zadar";"Račun br. 59/20 / 30.06.2020";"3";3000;0;3000;"580246715"
"146";"Radio Koprivnica d.o.o.";"Radio Koprivnica d.o.o.";"82897808376";"Zagrebačka bb, 48 000 Koprivnica";"Predračun br.2020-125 / 30.06.2020";"15";1275.01;5;1514.07;"580246715"
"147";"Radio Ludbreg d.o.o.";"Radio Ludbreg d.o.o.";"36960593847";"Trg svetog Trojstva 19, Ludbreg";"Ponuda br.53/1/2 / 30.06.2020";"5";2857.14;30;2500;"580246715"
"148";"Radio-max";"Radio-max";"21046661492";"Cerje Nebojse 151, Maruševec";"Ponuda br.178/2020 / 30.06.2020";"10";850;0;1062.5;"580246715"
"149";"Informativni centar-Hrvatska radio postaja Čazma";"Informativni centar-Hrvatska radio postaja Čazma";"10703769128";"Trg Čazmanskog kaptola 13, Čazma";"Ponuda 78 / 01.07.2020";"17";1190;0;1487.5;"580246715"
"150";"Radio Daruvar d.o.o.";"Radio Daruvar d.o.o.";"92861896581";"Trg dr.Franje Tuđmana 7, 43500 Daruvar";"Ponuda br.53-1-1 / 01.07.2020";"20";800;0;1000;"580246715"
"151";"VTV - Varaždinska televizija d.o.o.";"VTV - Varaždinska televizija d.o.o.";"50371265075";"Kralja Petra Krešimira IV 6a, 42 000 Varaždin";"Račun br. 336/RF1/1 / 01.07.2020";"1";4200;0;5250;"580246715"
"152";"Hilaris d.o.o.";"Hilaris d.o.o. - Radio Imotski";"53549881025";"Ulica Domovinskog rata 101, 21266 Zmijavci";"Račun br.096/1/1 / 02.07.2020";"1";1000;0;1250;"580246715"
"153";"Obrigado j.d.o.o.";"OBRIGADO j.d.o.o. - dalmacijanews.hr";"36876742227";"Hrvatske mornarice 10, Split";"Račun br.39-P1-1/2020 / 02.07.2020";"1";2500;0;3125;"580246715"
"154";"Radio Dalmacija d.o.o.";"Radio Dalmacija d.o.o.";"27746792432";"Kralja Zvonimira 14/II, 21 000 Split";"Ponuda br. P2020-1550 / 02.07.2020";"15";4800;5;5700;"580246715"
"155";"Radio Hrvatsko zagorje Krapina d.o.o.";"Radio Hrvatsko zagorje Krapina d.o.o.";"86615564616";"Šetalište hrvatskog narodnog preporoda 13, 49000 Krapina";"Ponuda br.1-0207-2020 / 02.07.2020";"11";1600;0;2000;"580246715"
"156";"Radio Terezija d.o.o.";"Radio Terezija d.o.o.";"09799544348";"Šetalište dr.Ivše Lebovića 28, Bjelovar";"Račun br.199-01-91 / 02.07.2020";"1";500;0;625;"580246715"
"157";"Slavonska posavina d.o.o.";"Slavonska posavina d.o.o. - Radio Slavonija";"08220453686";"Dr.Mile Budaka 1, 35000 Slavonski Brod";"Račun br.538/1/1 / 02.07.2020";"1";500;0;625;"580246715"
"158";"Udruga za promicanje lokalne uprave i samouprave PLUS";"Udruga za promicanje lokalne uprave i samouprave PLUS - sbplus.hr";"69708791024";"Šetalište braće Radić 5, 35000 Slavonski Brod";"Račun br.142/2020 / 02.07.2020";"1";1000;0;1250;"580246715"
"159";"Hit Radio d.o.o Sinj";"Hit Radio d.o.o Sinj";"82297906250";"Glavička 29, 21 230 Sinj";"Ponuda 71 / 03.07.2020";"1";3000;0;3750;"580246715"
"160";"Marketing M d.o.o.";"Radio postaja Nedelišće d.o.o";"06758420862";"Nova 7, Nedelišće";"Račun 244/1/1 / 03.07.2020";"10";1200;0;1500;"580246715"
"161";"Radio Brač - Supetar d.d.";"Radio Brač - Supetar d.d.";"15431107494";"Mladena Vodanovića 3, 21400 Supetar";"Račun br..0062-294/3/1 / 03.07.2020";"30";1000;0;1250;"580246715"
"162";"Ross d.o.o.";"Ross d.o.o. - Radio 057";"47822835145";"Polačišće 4, 23000 Zadar";"Ponuda br.80 / 03.07.2020";"10";1000;0;1250;"580246715"
"163";"Mcelit d.o.o.";"24SB j.d.o.o. - sisačka.stvarnost.hr";"80370645947";"Josipa Hlišića 30, Slavonski Brod";"Račun br.360-1-1 / 06.07.2020";"1";394.38;0;492.98;"580246715"
"164";"Mcelit d.o.o.";"Udruga priznajem - priznajem.hr";"80370645947";"Nas. Andrije Hebranga 8/19, Slavonski Brod";"Račun br.360-1-1 / 06.07.2020";"1";394.38;0;492.97;"580246715"
"165";"Mcelit d.o.o.";"Udruga priznajem - priznajem.hr";"80370645947";"Nas. Andrije Hebranga 8/19, Slavonski Brod";"Račun br.360-1-1 / 06.07.2020";"1";394.38;0;492.98;"580246715"
"166";"Mcelit d.o.o.";"Udruga priznajem - priznajem.hr";"80370645947";"Nas. Andrije Hebranga 8/19, Slavonski Brod";"Račun br.360-1-1 / 06.07.2020";"1";492.98;0;492.98;"580246715"
"167";"T.O.Croatia holidays, Agencija Croatia Holidays";"Agencija Croatia Holidays - orebic.com.hr";"82943151895";"Bana Josipa Jelačića 29, 20250 Orebić";"Račun br.11/1/1 / 06.07.2020";"2";752;0;940;"580246715"
"168";"Midas Network d.o.o.";"Eranijske kronike - kamenjar.com";"44561205245";"Kamenjar.com, Zagreb";"Račun br.981-1-1 / 31.07.2020";"2";443.42;0;554.28;"580246715"
"169";"Midas Network d.o.o.";"Zagorje digital d.o.o. - zagorje.com";"44561205245";"K.Š. Đalskog 4, Zabok";"Račun br.981-1-1 / 31.07.2020";"1";22.82;0;28.52;"580246715"
"1";"Epepe Obrt za intelektualne usluge";"Torpedo.media PodUckon.net Tunera.info";"70770600275";"Žrtava fašizma 20, Matulji";"30-1-1 / 19.05.2020";"6";4290;0;4290;"2130958485"
"1";"Radio 105 Selnica, Media- mix-radio 105 d.o.o.";"Radio 105 Selnica";"42618923306";"Braće Radića 23, Selnica";"205/R105/01 / 30.06.2020";"1";1050;0;1312.5;"870187673"
"2";"RADIO POSTAJA NEDELIŠĆE d.o.";"Radio 1 fm 105,6";"38462541331";"Nova ulica 7, Nedelišće";"57/1/1 / 30.06.2020";"31";1767.65;15;1878.12;"870187673"
"1";"INSPIROLAB";"Kanal Ri";"30619790471";"Trg Riječke rezolucije 1, Kanal Ri";"4/2/1 / 24.06.2020";"32";2800;0;3500;"655501333"
"2";"INSPIROLAB";"Radio Rijeka i Laganini FM";"30619790471";"Korzo 24 - Rijeka, Zvonimirova 20 - Rijeka, Radio - Radio Rijeka i Laganini FM";"4/2/1 / 24.06.2020";"72";12300;0;15375;"655501333"
"1";"OBRIGADO j.d.o.o.";"DALMACIJA NEWS";"36876742227";"HRVATSKE MORNARICE 10, SPLIT";"38-P1-1/2020 / 25.06.2020";"1";4000;0;5000;"358108037"
"2";"DALMACIJA DANAS d.o.o.";"DALMACIJA DANAS";"07705972299";"MATOŠEVA 44, SPLIT";"211/01/201 / 26.06.2020";"1";3000;0;3750;"358108037"
